#time	H3DBC3	V3DBC3	sase
1446577658.33	-0.0988888889551	0.0858119651675	11.4365568161
1446577658.44	-0.0988888889551	0.0858119651675	11.4365568161
1446577658.55	-0.0988888889551	0.0858119651675	11.3766126633
1446577658.65	-0.0988888889551	0.0858119651675	11.3766126633
1446577658.76	-0.0988888889551	0.0858119651675	11.4063205719
1446577658.87	-0.0989743545651	0.0858119651675	11.4063205719
1446577658.98	-0.0989743545651	0.0858119651675	11.4063205719
1446577659.09	-0.0989743545651	0.0858119651675	11.3182163239
1446577659.2	-0.0989743545651	0.0858119651675	11.1263818741
1446577659.31	-0.0989743545651	0.0858119651675	11.1263818741
1446577659.42	-0.0989743545651	0.0858119651675	11.1263818741
1446577659.53	-0.0989743545651	0.0858119651675	11.1263818741
1446577659.64	-0.0989743545651	0.0858119651675	11.1263818741
1446577659.75	-0.0989743545651	0.0858119651675	11.2879228592
1446577659.85	-0.0988888889551	0.0858119651675	11.2879228592
1446577659.96	-0.0988888889551	0.0858119651675	11.2611312866
1446577660.06	-0.0988888889551	0.0858119651675	11.1677904129
1446577660.17	-0.0988888889551	0.0858119651675	11.083067894
1446577660.28	-0.0988888889551	0.0858119651675	11.2324676514
1446577660.39	-0.0988888889551	0.0858119651675	11.2324676514
1446577660.5	-0.0988888889551	0.0858119651675	11.2324676514
1446577660.61	-0.0988888889551	0.0858119651675	11.2414207458
1446577660.72	-0.0988888889551	0.0858119651675	11.2414207458
1446577660.82	-0.0988888889551	0.0858119651675	11.2414207458
1446577660.93	-0.0988888889551	0.0858119651675	11.122051239
1446577661.04	-0.0988888889551	0.0858119651675	11.122051239
1446577661.15	-0.0989743545651	0.0858119651675	11.122051239
1446577661.26	-0.0989743545651	0.0858119651675	11.0911359787
1446577661.37	-0.0989743545651	0.0858119651675	11.0911359787
1446577661.48	-0.0988888889551	0.0858119651675	11.0911359787
1446577661.59	-0.0988888889551	0.0858119651675	11.0911359787
1446577661.69	-0.0988888889551	0.0858119651675	11.0850734711
1446577661.8	-0.0988888889551	0.0858119651675	11.0850734711
1446577661.91	-0.0988888889551	0.0858119651675	11.1711091995
1446577662.02	-0.0988888889551	0.0858119651675	11.1711091995
1446577662.13	-0.0988888889551	0.0858119651675	11.2040271759
1446577662.24	-0.0989743545651	0.0858119651675	11.2040271759
1446577662.35	-0.0989743545651	0.0858119651675	11.2040271759
1446577662.46	-0.0988888889551	0.0858119651675	11.2040271759
1446577662.57	-0.0988888889551	0.0858119651675	11.2040271759
1446577662.68	-0.0988888889551	0.0858119651675	11.2040271759
1446577662.79	-0.0988888889551	0.0858119651675	11.2040271759
1446577662.9	-0.0989743545651	0.0858119651675	11.1964664459
1446577663.01	-0.0989743545651	0.0858119651675	11.1964664459
1446577663.13	-0.0989743545651	0.0858119651675	11.0739059448
1446577663.23	-0.0988888889551	0.0858119651675	11.2065238953
1446577663.34	-0.0988888889551	0.0858119651675	11.2142744064
1446577663.45	-0.0988888889551	0.0858119651675	11.17710495
1446577663.56	-0.0988888889551	0.0858119651675	11.17710495
1446577663.66	-0.0988888889551	0.0858119651675	11.17710495
1446577663.77	-0.0988888889551	0.0858119651675	11.1672639847
1446577663.88	-0.0989743545651	0.0858119651675	11.1672639847
1446577663.99	-0.0989743545651	0.0858119651675	11.1672639847
1446577664.1	-0.0989743545651	0.0858119651675	11.1672639847
1446577664.21	-0.0988888889551	0.0858119651675	11.0823707581
1446577664.32	-0.0988888889551	0.0858119651675	11.0823707581
1446577664.43	-0.0988888889551	0.0858119651675	11.0863838196
1446577664.54	-0.0988888889551	0.0858119651675	11.0863838196
1446577664.65	-0.0988888889551	0.0858119651675	11.0863838196
1446577664.76	-0.0988888889551	0.0858119651675	11.0863838196
1446577664.87	-0.0988888889551	0.0858119651675	11.2063913345
1446577664.97	-0.0988888889551	0.0858119651675	11.2063913345
1446577665.08	-0.0988888889551	0.0858119651675	11.0925941467
1446577665.19	-0.0988888889551	0.0858119651675	11.0925941467
1446577665.3	-0.0988888889551	0.0858119651675	10.9921751022
1446577665.4	-0.0988888889551	0.0858119651675	10.856341362
1446577665.51	-0.0988888889551	0.0858119651675	10.856341362
1446577665.62	-0.0988888889551	0.0858119651675	10.8524141312
1446577665.73	-0.0988888889551	0.0858119651675	11.0814828873
1446577665.84	-0.0988888889551	0.0858119651675	11.0814828873
1446577665.95	-0.0989743545651	0.0858119651675	11.0814828873
1446577666.06	-0.0989743545651	0.0858119651675	11.0814828873
1446577666.16	-0.0989743545651	0.0858119651675	11.0814828873
1446577666.27	-0.0989743545651	0.0858119651675	11.0814828873
1446577666.38	-0.0989743545651	0.0858119651675	10.9125890732
1446577666.49	-0.0989743545651	0.0857264921069	10.9125890732
1446577666.6	-0.0989743545651	0.0857264921069	10.9125890732
1446577666.7	-0.0989743545651	0.0857264921069	10.9125890732
1446577666.81	-0.0989743545651	0.0857264921069	10.9125890732
1446577666.92	-0.0988888889551	0.0858119651675	11.1563673019
1446577667.03	-0.0988888889551	0.0858119651675	10.9172620773
1446577667.14	-0.0988888889551	0.0858119651675	10.9172620773
1446577667.25	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.36	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.47	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.58	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.69	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.81	-0.0988888889551	0.0858119651675	10.9633922577
1446577667.92	-0.101367518306	0.0857264921069	11.1686897278
1446577668.03	-0.101367518306	0.0857264921069	11.1686897278
1446577668.13	-0.101367518306	0.0857264921069	11.3647098541
1446577668.24	-0.105384618044	0.0858119651675	11.4045591354
1446577668.35	-0.105384618044	0.0858119651675	11.4045591354
1446577668.46	-0.103589743376	0.0858119651675	11.4045591354
1446577668.57	-0.103589743376	0.0858119651675	11.4045591354
1446577668.68	-0.103589743376	0.0858119651675	11.4045591354
1446577668.79	-0.103589743376	0.0858119651675	11.4027032852
1446577668.9	-0.103589743376	0.0858119651675	11.4027032852
1446577669.0	-0.103931620717	0.0858119651675	11.4811439514
1446577669.11	-0.103931620717	0.0858119651675	11.4811439514
1446577669.22	-0.10222221911	0.0870940163732	11.7860221863
1446577669.33	-0.10222221911	0.0870940163732	11.4487571716
1446577669.43	-0.10222221911	0.0870940163732	11.4487571716
1446577669.53	-0.0975213646889	0.0911111086607	11.4047307968
1446577669.63	-0.0975213646889	0.0911111086607	11.4535226822
1446577669.74	-0.0975213646889	0.0911111086607	11.3390836716
1446577669.85	-0.0975213646889	0.0911111086607	11.3821754456
1446577669.96	-0.099316239357	0.089743591845	11.3821754456
1446577670.07	-0.099316239357	0.089743591845	11.3821754456
1446577670.18	-0.099316239357	0.089743591845	11.3821754456
1446577670.29	-0.0989743545651	0.0900854691863	11.513299942
1446577670.39	-0.0989743545651	0.0900854691863	12.5165014267
1446577670.5	-0.103846155107	0.0830769240856	12.5165014267
1446577670.61	-0.103846155107	0.0830769240856	12.5165014267
1446577670.72	-0.103846155107	0.0830769240856	12.5165014267
1446577670.83	-0.103846155107	0.0830769240856	12.5309352875
1446577670.93	-0.105213671923	0.0796581208706	12.9075059891
1446577671.04	-0.105213671923	0.0796581208706	12.8433961868
1446577671.15	-0.105213671923	0.0796581208706	13.3661384583
1446577671.26	-0.103504270315	0.0819658115506	13.3153028488
1446577671.37	-0.103504270315	0.0819658115506	13.3153028488
1446577671.48	-0.103504270315	0.0815384611487	13.3219366074
1446577671.59	-0.103846155107	0.0815384611487	13.3219366074
1446577671.7	-0.103846155107	0.0815384611487	13.3219366074
1446577671.81	-0.103846155107	0.0815384611487	13.3219366074
1446577671.92	-0.105384618044	0.0792307704687	13.1368484497
1446577672.03	-0.105384618044	0.0792307704687	13.1368484497
1446577672.14	-0.105384618044	0.0792307704687	14.1406860352
1446577672.25	-0.107008546591	0.0762393176556	14.1406860352
1446577672.36	-0.107008546591	0.0762393176556	14.1406860352
1446577672.47	-0.107008546591	0.0762393176556	14.1406860352
1446577672.58	-0.106239318848	0.0774358958006	14.1336460114
1446577672.69	-0.106239318848	0.0774358958006	14.1504507065
1446577672.79	-0.106239318848	0.0774358958006	14.424331665
1446577672.9	-0.106239318848	0.0774358958006	14.5546417236
1446577673.01	-0.106410257518	0.0771794840693	14.5546417236
1446577673.12	-0.106410257518	0.0771794840693	14.5546417236
1446577673.23	-0.107521370053	0.0787179470062	14.5546417236
1446577673.34	-0.107521370053	0.0787179470062	15.2054929733
1446577673.44	-0.107521370053	0.0787179470062	15.2054929733
1446577673.55	-0.109572649002	0.0825641006231	15.2054929733
1446577673.66	-0.109572649002	0.0825641006231	15.2054929733
1446577673.77	-0.109572649002	0.0825641006231	15.1779527664
1446577673.88	-0.109572649002	0.0825641006231	15.1779527664
1446577673.99	-0.108632475138	0.0812820494175	15.1779527664
1446577674.1	-0.108632475138	0.0812820494175	15.1779527664
1446577674.21	-0.108888886869	0.0815384611487	15.6630220413
1446577674.31	-0.108888886869	0.0815384611487	15.7399644852
1446577674.43	-0.108888886869	0.0815384611487	15.7399644852
1446577674.53	-0.108888886869	0.0815384611487	15.3480100632
1446577674.65	-0.10230769217	0.0847008526325	15.3480100632
1446577674.76	-0.10230769217	0.0847008526325	15.0151433945
1446577674.86	-0.10230769217	0.0847008526325	15.0151433945
1446577674.97	-0.099316239357	0.0853846147656	15.0018005371
1446577675.08	-0.099316239357	0.0853846147656	14.9702339172
1446577675.19	-0.099316239357	0.0853846147656	14.9702339172
1446577675.3	-0.101880341768	0.0844444409013	15.7391452789
1446577675.4	-0.101880341768	0.0844444409013	15.7391452789
1446577675.51	-0.101880341768	0.0844444409013	15.7391452789
1446577675.62	-0.101538456976	0.0847008526325	15.7391452789
1446577675.73	-0.101538456976	0.0847008526325	15.7391452789
1446577675.84	-0.101538456976	0.0847008526325	15.7857074738
1446577675.94	-0.103846155107	0.0835897400975	15.8449459076
1446577676.05	-0.103846155107	0.0835897400975	15.8449459076
1446577676.16	-0.103846155107	0.0835897400975	17.1269111633
1446577676.27	-0.107863247395	0.0819658115506	17.1269111633
1446577676.38	-0.107863247395	0.0819658115506	17.1269111633
1446577676.49	-0.106068372726	0.0826495736837	17.1269111633
1446577676.6	-0.106068372726	0.0826495736837	17.1269111633
1446577676.71	-0.106068372726	0.0826495736837	17.1269111633
1446577676.82	-0.106068372726	0.0826495736837	17.1269111633
1446577676.92	-0.106410257518	0.0825641006231	16.6796760559
1446577677.03	-0.106410257518	0.0825641006231	16.8407096863
1446577677.15	-0.106410257518	0.0825641006231	17.2989044189
1446577677.25	-0.106410257518	0.0809401720762	17.2933273315
1446577677.36	-0.106410257518	0.0809401720762	17.2933273315
1446577677.47	-0.106410257518	0.0809401720762	17.3669109344
1446577677.58	-0.106324784458	0.0771794840693	17.1860198975
1446577677.69	-0.106324784458	0.0771794840693	17.1860198975
1446577677.79	-0.106324784458	0.0771794840693	17.2845401764
1446577677.9	-0.106324784458	0.0771794840693	17.2845401764
1446577678.0	-0.106410257518	0.0785470083356	17.3505744934
1446577678.11	-0.106410257518	0.0785470083356	17.7495536804
1446577678.21	-0.106410257518	0.0782051309943	18.6980628967
1446577678.33	-0.106324784458	0.0782051309943	18.6980628967
1446577678.44	-0.106324784458	0.0782051309943	18.6980628967
1446577678.55	-0.10675213486	0.0831623896956	18.6980628967
1446577678.66	-0.10675213486	0.0831623896956	18.6980628967
1446577678.77	-0.10675213486	0.0831623896956	18.6980628967
1446577678.88	-0.10675213486	0.0831623896956	18.6980628967
1446577678.99	-0.108547009528	0.085213676095	18.1879234314
1446577679.1	-0.108547009528	0.085213676095	18.3250370026
1446577679.21	-0.107948720455	0.085213676095	18.3250370026
1446577679.31	-0.107948720455	0.0835897400975	18.6887893677
1446577679.42	-0.107948720455	0.0835897400975	18.6887893677
1446577679.53	-0.108034186065	0.0835897400975	18.6887893677
1446577679.64	-0.108034186065	0.0839316248894	18.6887893677
1446577679.75	-0.108034186065	0.0839316248894	19.0547885895
1446577679.86	-0.104871794581	0.0839316248894	19.0547885895
1446577679.96	-0.104871794581	0.0832478627563	19.0547885895
1446577680.07	-0.104871794581	0.0832478627563	19.0547885895
1446577680.18	-0.100256405771	0.0832478627563	19.7882995605
1446577680.29	-0.100256405771	0.0825641006231	19.7882995605
1446577680.4	-0.100256405771	0.0825641006231	19.7882995605
1446577680.5	-0.10230769217	0.0825641006231	19.7882995605
1446577680.61	-0.10230769217	0.082905985415	18.8650245667
1446577680.72	-0.10230769217	0.082905985415	18.8650245667
1446577680.83	-0.10230769217	0.082905985415	18.8572902679
1446577680.93	-0.101965807378	0.0828205123544	18.8572902679
1446577681.04	-0.101965807378	0.0828205123544	18.8572902679
1446577681.15	-0.103333331645	0.0826495736837	19.4934597015
1446577681.26	-0.103333331645	0.0826495736837	19.4934597015
1446577681.37	-0.103333331645	0.0826495736837	19.4934597015
1446577681.48	-0.106239318848	0.0825641006231	19.4934597015
1446577681.59	-0.106239318848	0.0825641006231	19.4934597015
1446577681.69	-0.106239318848	0.0825641006231	19.4934597015
1446577681.8	-0.106239318848	0.0825641006231	19.4934597015
1446577681.91	-0.104957267642	0.0826495736837	19.4934597015
1446577682.02	-0.104957267642	0.0826495736837	19.3921375275
1446577682.12	-0.105213671923	0.0826495736837	19.3921375275
1446577682.24	-0.105213671923	0.0826495736837	19.3921375275
1446577682.34	-0.105213671923	0.0826495736837	19.8705596924
1446577682.45	-0.105213671923	0.0826495736837	20.0566654205
1446577682.56	-0.105042733252	0.0826495736837	20.0566654205
1446577682.67	-0.105042733252	0.0826495736837	20.0566654205
1446577682.78	-0.105042733252	0.0826495736837	20.0566654205
1446577682.89	-0.103931620717	0.0827350392938	20.0566654205
1446577682.99	-0.103931620717	0.0827350392938	20.0566654205
1446577683.1	-0.103931620717	0.0827350392938	19.9853820801
1446577683.21	-0.104273505509	0.0827350392938	20.6745319366
1446577683.32	-0.104273505509	0.0827350392938	20.6745319366
1446577683.42	-0.104188032448	0.0827350392938	20.6745319366
1446577683.53	-0.104188032448	0.0827350392938	20.6745319366
1446577683.64	-0.104188032448	0.0827350392938	20.6745319366
1446577683.75	-0.104188032448	0.0827350392938	20.6745319366
1446577683.86	-0.104957267642	0.082905985415	20.6745319366
1446577683.96	-0.104957267642	0.082905985415	20.7847995758
1446577684.07	-0.104957267642	0.082905985415	21.0195999146
1446577684.18	-0.105811968446	0.0833333358169	21.0195999146
1446577684.29	-0.105811968446	0.0833333358169	21.0195999146
1446577684.4	-0.105811968446	0.0833333358169	21.7122020721
1446577684.5	-0.105299144983	0.0832478627563	21.7122020721
1446577684.61	-0.105299144983	0.0832478627563	21.7122020721
