# time	H3UND4	V7SMATCH	H10SMATCH	V14SMATCH	V3DBC3	H3DBC3	H12SMATCH	sase
1.446586251579999924e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.519882583619999927e+01
1.446586251750000000e+09 -4.989776313300000044e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.521723175049999988e+01
1.446586251920000076e+09 -4.989776313300000044e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.517837238309999925e+01
1.446586252079999924e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.517837238309999925e+01
1.446586252259999990e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.517837238309999925e+01
1.446586252440000057e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.517837238309999925e+01
1.446586252619999886e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.517837238309999925e+01
1.446586252799999952e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.518387413019999954e+01
1.446586252970000029e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.511811256410000048e+01
1.446586253140000105e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.105982884760000062e-01 3.991453051569999744e-01 1.511811256410000048e+01
1.446586253319999933e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.129059791559999942e-01 3.991453051569999744e-01 1.511690044400000055e+01
1.446586253490000010e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.161538437010000008e-01 3.991453051569999744e-01 1.511690044400000055e+01
1.446586253650000095e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.161538437010000008e-01 3.991453051569999744e-01 1.511690044400000055e+01
1.446586253819999933e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.161538437010000008e-01 3.991453051569999744e-01 1.511690044400000055e+01
1.446586254000000000e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.888888895509999333e-02 -1.163247823720000018e-01 3.991453051569999744e-01 1.503243350980000059e+01
1.446586254160000086e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.888888895509999333e-02 -1.163247823720000018e-01 3.991453051569999744e-01 1.503243350980000059e+01
1.446586254339999914e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.880341589449999351e-02 -1.157264932990000050e-01 3.991453051569999744e-01 1.503243350980000059e+01
1.446586254509999990e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.940170496700000136e-02 -1.146153807640000050e-01 3.991453051569999744e-01 1.503243350980000059e+01
1.446586254680000067e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.940170496700000136e-02 -1.146153807640000050e-01 3.991453051569999744e-01 1.501569843290000072e+01
1.446586254869999886e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.905983209609999784e-01 1.044444441799999984e-01 -1.094017103310000044e-01 3.991453051569999744e-01 1.501569843290000072e+01
1.446586255049999952e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 1.044444441799999984e-01 -1.094017103310000044e-01 3.991453051569999744e-01 1.638939857480000128e+01
1.446586255230000019e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.040170937780000027e-01 -1.101709380750000022e-01 3.991453051569999744e-01 1.638939857480000128e+01
1.446586255420000076e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.040170937780000027e-01 -1.101709380750000022e-01 3.991453051569999744e-01 1.638939857480000128e+01
1.446586255609999895e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.035897433760000069e-01 -1.109401732680000002e-01 3.991453051569999744e-01 1.625016593930000042e+01
1.446586255789999962e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.931623935700000239e-01 1.035897433760000069e-01 -1.109401732680000002e-01 3.991453051569999744e-01 1.625016593930000042e+01
1.446586255980000019e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.931623935700000239e-01 1.038461551070000016e-01 -1.076068356630000000e-01 3.991453051569999744e-01 1.725059700010000086e+01
1.446586256170000076e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.038461551070000016e-01 -1.076068356630000000e-01 3.991453051569999744e-01 1.725372314450000033e+01
1.446586256359999895e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.037606820460000023e-01 -1.045299172400000060e-01 3.991453051569999744e-01 1.746861076349999919e+01
1.446586256529999971e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.037606820460000023e-01 -1.041880324479999981e-01 3.991453051569999744e-01 1.746861076349999919e+01
1.446586256710000038e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.037606820460000023e-01 -1.041880324479999981e-01 3.991453051569999744e-01 1.746861076349999919e+01
1.446586256890000105e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.037606820460000023e-01 -1.052136719230000045e-01 3.991453051569999744e-01 1.745448493960000036e+01
1.446586257069999933e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.037606820460000023e-01 -1.052136719230000045e-01 3.991453051569999744e-01 1.916855239870000105e+01
1.446586257250000000e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.031623929739999973e-01 -1.063247844580000046e-01 3.991453051569999744e-01 1.916855239870000105e+01
1.446586257440000057e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.031623929739999973e-01 -1.063247844580000046e-01 3.991453051569999744e-01 1.916160583499999959e+01
1.446586257630000114e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.023931652310000051e-01 -1.080341860649999958e-01 3.991453051569999744e-01 1.916160583499999959e+01
1.446586257819999933e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.023931652310000051e-01 -1.080341860649999958e-01 3.991453051569999744e-01 1.912343215940000007e+01
1.446586258009999990e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.025641039010000005e-01 -1.078632473950000004e-01 3.991453051569999744e-01 1.945004653930000060e+01
1.446586258190000057e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.025641039010000005e-01 -1.076923087239999993e-01 3.991453051569999744e-01 1.950370216370000165e+01
1.446586258369999886e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.025641039010000005e-01 -1.076923087239999993e-01 3.991453051569999744e-01 1.950370216370000165e+01
1.446586258549999952e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.020512804389999972e-01 -1.091452985999999958e-01 3.991453051569999744e-01 1.949618339539999923e+01
1.446586258740000010e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.020512804389999972e-01 -1.091452985999999958e-01 3.991453051569999744e-01 1.949618339539999923e+01
1.446586258930000067e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.957265108820000099e-02 -1.143589764830000022e-01 3.991453051569999744e-01 1.933305549620000008e+01
1.446586259099999905e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.957265108820000099e-02 -1.143589764830000022e-01 3.991453051569999744e-01 1.871294784550000045e+01
1.446586259279999971e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.000000014900000039e-01 -1.136752143499999979e-01 3.991453051569999744e-01 1.868008613590000166e+01
1.446586259440000057e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.000000014900000039e-01 -1.136752143499999979e-01 3.991453051569999744e-01 1.868008613590000166e+01
1.446586259619999886e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.000854671000000057e-01 -1.128205135460000064e-01 3.991453051569999744e-01 1.868008613590000166e+01
1.446586259799999952e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.000854671000000057e-01 -1.128205135460000064e-01 3.991453051569999744e-01 1.868346977230000050e+01
1.446586259980000019e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.010256409649999965e-01 -1.105128228660000045e-01 3.991453051569999744e-01 1.804567146300000147e+01
1.446586260160000086e+09 -5.008087158199999722e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.010256409649999965e-01 -1.105128228660000045e-01 3.991453051569999744e-01 1.804332733149999868e+01
1.446586260329999924e+09 -5.008087158199999722e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.021367534999999965e-01 -1.084615364670000054e-01 3.991453051569999744e-01 1.804332733149999868e+01
1.446586260519999981e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.020512804389999972e-01 -1.088034212589999994e-01 3.991453051569999744e-01 1.804332733149999868e+01
1.446586260700000048e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.020512804389999972e-01 -1.088034212589999994e-01 3.991453051569999744e-01 1.804332733149999868e+01
1.446586260869999886e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.905983209609999784e-01 1.020512804389999972e-01 -1.088034212589999994e-01 3.991453051569999744e-01 1.804332733149999868e+01
1.446586261039999962e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 1.018803417679999962e-01 -1.093162372709999969e-01 3.991453051569999744e-01 1.833122634889999958e+01
1.446586261220000029e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.017094030980000008e-01 -1.096581220630000048e-01 3.991453051569999744e-01 1.833122634889999958e+01
1.446586261390000105e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.017094030980000008e-01 -1.096581220630000048e-01 3.991453051569999744e-01 1.833122634889999958e+01
1.446586261569999933e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.008547022939999954e-01 -1.116239279509999988e-01 3.991453051569999744e-01 1.833122634889999958e+01
1.446586261750000000e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.008547022939999954e-01 -1.116239279509999988e-01 3.991453051569999744e-01 1.833122634889999958e+01
1.446586261940000057e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.923077225690000169e-01 1.006837561730000025e-01 -1.120512783529999945e-01 3.991453051569999744e-01 1.828034782410000147e+01
1.446586262109999895e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.006837561730000025e-01 -1.120512783529999945e-01 3.991453051569999744e-01 1.868520355220000084e+01
1.446586262279999971e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.007692292329999961e-01 -1.117094010110000063e-01 3.991453051569999744e-01 1.863485717769999894e+01
1.446586262450000048e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.007692292329999961e-01 -1.117094010110000063e-01 3.991453051569999744e-01 1.868599319460000174e+01
1.446586262630000114e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.006837561730000025e-01 -1.120512783529999945e-01 3.991453051569999744e-01 1.868599319460000174e+01
1.446586262819999933e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.905983209609999784e-01 1.006837561730000025e-01 -1.120512783529999945e-01 3.991453051569999744e-01 1.862592887879999992e+01
1.446586263000000000e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 1.000000014900000039e-01 -1.134188026190000032e-01 3.991453051569999744e-01 1.914019012449999835e+01
1.446586263180000067e+09 -4.998931884769999834e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.905983209609999784e-01 1.000000014900000039e-01 -1.134188026190000032e-01 3.991453051569999744e-01 1.914019012449999835e+01
1.446586263359999895e+09 -4.998931884769999834e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.000000014900000039e-01 -1.134188026190000032e-01 3.991453051569999744e-01 1.917480087279999879e+01
1.446586263529999971e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.000854671000000057e-01 -1.131623908879999946e-01 3.991453051569999744e-01 1.917480087279999879e+01
1.446586263710000038e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.000854671000000057e-01 -1.131623908879999946e-01 3.991453051569999744e-01 1.917480087279999879e+01
1.446586263900000095e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.012820526960000050e-01 -1.128205135460000064e-01 3.991453051569999744e-01 1.914814567570000037e+01
1.446586264069999933e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.012820526960000050e-01 -1.128205135460000064e-01 3.991453051569999744e-01 1.955074691769999973e+01
1.446586264259999990e+09 -4.953154027459999997e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.051282063130000027e-01 -1.118803396819999935e-01 3.991453051569999744e-01 1.955074691769999973e+01
1.446586264430000067e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.064957231280000000e-01 -1.117094010110000063e-01 3.991453051569999744e-01 1.955074691769999973e+01
1.446586264599999905e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.064957231280000000e-01 -1.117094010110000063e-01 3.991453051569999744e-01 1.955074691769999973e+01
1.446586264789999962e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.064957231280000000e-01 -1.117094010110000063e-01 3.991453051569999744e-01 1.955074691769999973e+01
1.446586264960000038e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.054700836539999992e-01 -1.119658127430000066e-01 3.991453051569999744e-01 2.064411163329999965e+01
1.446586265150000095e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.053846180439999974e-01 -1.121367514130000020e-01 3.991453051569999744e-01 2.064411163329999965e+01
1.446586265329999924e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.923077225690000169e-01 1.053846180439999974e-01 -1.121367514130000020e-01 3.991453051569999744e-01 2.064411163329999965e+01
1.446586265509999990e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.923077225690000169e-01 1.029914543029999963e-01 -1.131623908879999946e-01 3.991453051569999744e-01 2.065533828739999933e+01
1.446586265700000048e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.923077225690000169e-01 1.029914543029999963e-01 -1.131623908879999946e-01 3.991453051569999744e-01 2.048227500919999855e+01
1.446586265880000114e+09 -4.925687313079999963e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.023931652310000051e-01 -1.133333295580000039e-01 3.991453051569999744e-01 2.043239021300000147e+01
1.446586266049999952e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.023931652310000051e-01 -1.133333295580000039e-01 3.991453051569999744e-01 2.142200469970000043e+01
1.446586266230000019e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.026495695110000023e-01 -1.131623908879999946e-01 3.991453051569999744e-01 2.145980834959999939e+01
1.446586266410000086e+09 -4.971465170380000020e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.024786308410000069e-01 -1.134188026190000032e-01 3.991453051569999744e-01 2.151750183109999881e+01
1.446586266609999895e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.024786308410000069e-01 -1.134188026190000032e-01 3.991453051569999744e-01 2.151750183109999881e+01
1.446586266789999962e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.024786308410000069e-01 -1.134188026190000032e-01 3.991453051569999744e-01 2.152822113039999863e+01
1.446586266970000029e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.017948687080000025e-01 -1.149572655559999990e-01 3.991453051569999744e-01 2.197455596920000076e+01
1.446586267160000086e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.018803417679999962e-01 -1.148717924949999997e-01 3.991453051569999744e-01 2.188203811649999864e+01
1.446586267349999905e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.018803417679999962e-01 -1.148717924949999997e-01 3.991453051569999744e-01 2.188203811649999864e+01
1.446586267549999952e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.019658073779999979e-01 -1.146153807640000050e-01 3.991453051569999744e-01 2.188203811649999864e+01
1.446586267720000029e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.019658073779999979e-01 -1.146153807640000050e-01 3.991453051569999744e-01 2.188203811649999864e+01
1.446586267900000095e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.005128175020000014e-01 -1.140170916909999943e-01 3.991453051569999744e-01 2.192338943480000069e+01
1.446586268069999933e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.005128175020000014e-01 -1.140170916909999943e-01 3.991453051569999744e-01 2.288507843020000010e+01
1.446586268259999990e+09 -4.980620741840000032e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.760683774950000557e-02 -1.130769252780000067e-01 3.991453051569999744e-01 2.288507843020000010e+01
1.446586268440000057e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.717948734759999929e-02 -1.131623908879999946e-01 3.991453051569999744e-01 2.288507843020000010e+01
1.446586268619999886e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.717948734759999929e-02 -1.131623908879999946e-01 3.991453051569999744e-01 2.298289680479999930e+01
1.446586268799999952e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 9.717948734759999929e-02 -1.131623908879999946e-01 3.991453051569999744e-01 2.298289680479999930e+01
1.446586268990000010e+09 -4.934842884539999974e-01 1.205128207800000018e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.777777642009999326e-02 -1.133333295580000039e-01 3.991453051569999744e-01 2.288295745850000174e+01
1.446586269170000076e+09 -4.943998455999999986e-01 1.205128207800000018e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.820512682199999954e-02 -1.130769252780000067e-01 3.991453051569999744e-01 2.365561485290000121e+01
1.446586269329999924e+09 -4.943998455999999986e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 9.820512682199999954e-02 -1.130769252780000067e-01 3.991453051569999744e-01 2.365561485290000121e+01
1.446586269509999990e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.024786308410000069e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.371382141109999964e+01
1.446586269700000048e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.024786308410000069e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.371382141109999964e+01
1.446586269890000105e+09 -4.989776313300000044e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.040170937780000027e-01 -1.122222244740000013e-01 3.991453051569999744e-01 2.379263305659999972e+01
1.446586270069999933e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.040170937780000027e-01 -1.122222244740000013e-01 3.991453051569999744e-01 2.528312301640000115e+01
1.446586270250000000e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.033333316449999983e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.542827415469999863e+01
1.446586270430000067e+09 -4.962309598920000009e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.035042703149999938e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.543288230900000002e+01
1.446586270609999895e+09 -4.934842884539999974e-01 1.196581199770000020e-01 2.359829187389999916e+00 9.914529919619999854e-01 1.035042703149999938e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.543288230900000002e+01
1.446586270779999971e+09 -4.998931884769999834e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.035042703149999938e-01 -1.123076900840000031e-01 3.991453051569999744e-01 2.543288230900000002e+01
1.446586270950000048e+09 -4.998931884769999834e-01 1.196581199770000020e-01 2.358974456789999952e+00 9.914529919619999854e-01 1.012820526960000050e-01 -1.126495748759999971e-01 3.991453051569999744e-01 2.523826217650000103e+01
