#time	H8TCOL	V8TCOL	H3UND1	H3UND2	H3UND3	H3UND4	H3UND5	H3UND6	Q5UND1.3.5	Q5UND2.4	H10SMATCH	H12SMATCH	V7SMATCH	V14SMATCH	H3DBC3	V3DBC3	H10ACC7	V10ACC7	sase
1446586248.51	0.0410256423056	0.109401710331	-4.85335874557	-4.90188312531	-4.39466524124	-0.496230959892	-3.47361683846	-3.89294099808	7.75463485718	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.0691549778	15.156080246
1446586248.68	0.0410256423056	0.109401710331	-4.85518980026	-4.90188312531	-4.39283418655	-0.496230959892	-3.46629238129	-3.89477229118	7.75463485718	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.889919757843	-2.0691549778	15.156080246
1446586248.86	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.3937497139	-0.498062074184	-3.46629238129	-3.89385652542	7.75646591187	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.889919757843	-2.06549263	15.1984634399
1446586249.03	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.3937497139	-0.498062074184	-3.46629238129	-3.89385652542	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.0691549778	15.2144784927
1446586249.21	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.39283418655	-0.496230959892	-3.46995449066	-3.89385652542	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.889919757843	-2.0691549778	15.2172365189
1446586249.39	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.39283418655	-0.496230959892	-3.46995449066	-3.89568781853	7.75646591187	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.889919757843	-2.0691549778	15.2186794281
1446586249.57	0.0410256423056	0.109401710331	-4.85335874557	-4.90188312531	-4.39466524124	-0.497146517038	-3.46812343597	-3.89751887321	7.75463485718	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988888889551	0.889919757843	-2.0691549778	15.2186794281
1446586249.76	0.0410256423056	0.109401710331	-4.85335874557	-4.90188312531	-4.39558076859	-0.497146517038	-3.46903896332	-3.89843440056	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988888889551	0.889919757843	-2.0691549778	15.2186794281
1446586249.94	0.0410256423056	0.109401710331	-4.85244321823	-4.90188312531	-4.39558076859	-0.498062074184	-3.46903896332	-3.89843440056	7.75463485718	-4.68940258026	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110512822866	0.0988034158945	0.886257529259	-2.0691549778	15.2391204834
1446586250.11	0.0410256423056	0.109401710331	-4.85244321823	-4.90188312531	-4.39191865921	-0.499893188477	-3.46903896332	-3.89843440056	7.75463485718	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110512822866	0.0988034158945	0.889919757843	-2.06549263	15.2482852936
1446586250.3	0.0410256423056	0.109401710331	-4.85061168671	-4.90188312531	-4.39191865921	-0.499893188477	-3.46812343597	-3.89568781853	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110512822866	0.0988034158945	0.889919757843	-2.0691549778	15.1521692276
1446586250.49	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.39466524124	-0.497146517038	-3.47270107269	-3.89751887321	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.0691549778	15.1494235992
1446586250.68	0.0410256423056	0.109401710331	-4.85427427292	-4.90279865265	-4.39466524124	-0.497146517038	-3.47270107269	-3.89751887321	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.0691549778	15.1494235992
1446586250.86	0.0410256423056	0.109401710331	-4.85335874557	-4.90279865265	-4.3937497139	-0.499893188477	-3.46812343597	-3.89660334587	7.75463485718	-4.68757152557	2.35897445679	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.06549263	15.1919746399
1446586251.05	0.0410256423056	0.109401710331	-4.85335874557	-4.90188312531	-4.3937497139	-0.49897763133	-3.46812343597	-3.89660334587	7.75646591187	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988034158945	0.886257529259	-2.06549263	15.1988258362
1446586251.23	0.0410256423056	0.109401710331	-4.85335874557	-4.90005207062	-4.39466524124	-0.49897763133	-3.46812343597	-3.89843440056	7.75463485718	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988888889551	0.889919757843	-2.06549263	15.1988258362
1446586251.4	0.0410256423056	0.109401710331	-4.85335874557	-4.90005207062	-4.39466524124	-0.49897763133	-3.46812343597	-3.89843440056	7.75646591187	-4.68757152557	2.35982918739	0.399145305157	0.119658119977	0.991452991962	-0.110598288476	0.0988888889551	0.889919757843	-2.06549263	15.1988258362
