#time	H8TCOL	V8TCOL	H3UND1	H3UND2	H3UND3	H3UND4	H3UND5	H3UND6	Q5UND1.3.5	Q5UND2.4	H10SMATCH	H12SMATCH	V7SMATCH	V14SMATCH	H3DBC3	V3DBC3	H10ACC7	V10ACC7	sase
1446581689.95	0.0487179495394	0.135042741895	-4.88265609741	-4.88814973831	-2.79610586166	-2.25409722328	-3.45805239677	-3.59172344208	8.04943943024	-4.60334157944	2.0213675499	0.0153846153989	0.0410256423056	1.23418807983	-0.0988888889551	0.0859829038382	1.04373300076	-2.43171477318	5.73674154282
1446581690.14	0.0487179495394	0.135042741895	-4.88265609741	-4.88814973831	-2.79793691635	-2.25959038734	-3.45805239677	-3.59172344208	8.04943943024	-4.60334157944	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0988888889551	0.0859829038382	1.04373300076	-2.4280526638	5.73694658279
1446581690.32	0.0487179495394	0.135042741895	-4.88265609741	-4.89089632034	-2.79793691635	-2.25959038734	-3.45622110367	-3.5981323719	8.04943943024	-4.60151052475	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0989743545651	0.0859829038382	1.04373300076	-2.4280526638	5.67424488068
1446581690.49	0.0487179495394	0.135042741895	-4.88357210159	-4.89181184769	-2.79702138901	-2.25501275063	-3.45622110367	-3.5981323719	8.04943943024	-4.60151052475	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0988888889551	0.0859829038382	1.04007077217	-2.43171477318	5.68220376968
1446581690.67	0.0487179495394	0.135042741895	-4.88357210159	-4.89181184769	-2.79702138901	-2.25501275063	-3.45622110367	-3.59904789925	8.04943943024	-4.60151052475	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0988888889551	0.0859829038382	1.04007077217	-2.43171477318	5.69750881195
1446581690.87	0.0487179495394	0.135042741895	-4.88357210159	-4.88906526566	-2.79335927963	-2.25592827797	-3.46263003349	-3.59538555145	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23333334923	-0.0988888889551	0.0859829038382	1.04373300076	-2.4280526638	5.75544309616
1446581691.04	0.0487179495394	0.135042741895	-4.88265609741	-4.88906526566	-2.79702138901	-2.25592827797	-3.46263003349	-3.59538555145	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23333334923	-0.0989743545651	0.0859829038382	1.04007077217	-2.43171477318	5.75563144684
1446581691.23	0.0487179495394	0.135042741895	-4.88357210159	-4.88814973831	-2.79702138901	-2.25409722328	-3.45896792412	-3.59538555145	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23418807983	-0.0988888889551	0.0859829038382	1.04373300076	-2.4280526638	5.75572395325
1446581691.41	0.0487179495394	0.135042741895	-4.88357210159	-4.88814973831	-2.79702138901	-2.25409722328	-3.45896792412	-3.5981323719	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23247861862	-0.0988888889551	0.0859829038382	1.04373300076	-2.43171477318	5.82318925858
1446581691.59	0.0487179495394	0.135042741895	-4.88174057007	-4.89089632034	-2.79427480698	-2.25592827797	-3.45530557632	-3.59538555145	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23247861862	-0.0988888889551	0.0859829038382	1.04007077217	-2.43171477318	5.77546024323
1446581691.78	0.0487179495394	0.135042741895	-4.88174057007	-4.89089632034	-2.79519033432	-2.25592827797	-3.46354556084	-3.59355449677	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23247861862	-0.0988888889551	0.0859829038382	1.04007077217	-2.43171477318	5.77554798126
1446581691.96	0.0487179495394	0.135042741895	-4.88357210159	-4.889980793	-2.79519033432	-2.25592827797	-3.46354556084	-3.59355449677	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23333334923	-0.0988888889551	0.0859829038382	1.04373300076	-2.43171477318	5.78182792664
1446581692.13	0.0487179495394	0.135042741895	-4.88357210159	-4.889980793	-2.79427480698	-2.25501275063	-3.46354556084	-3.59355449677	8.04943943024	-4.60151052475	2.0213675499	0.0170940179378	0.0410256423056	1.23247861862	-0.0988888889551	0.0859829038382	1.04007077217	-2.43171477318	5.78191328049
1446581692.32	0.0487179495394	0.135042741895	-4.88265609741	-4.89089632034	-2.79427480698	-2.25501275063	-3.45622110367	-3.59355449677	8.04943943024	-4.60151052475	2.0213675499	0.0170940179378	0.0410256423056	1.23247861862	-0.0989743545651	0.0859829038382	1.04007077217	-2.43171477318	5.79021501541
1446581692.49	0.0487179495394	0.135042741895	-4.88357210159	-4.89364290237	-2.79610586166	-2.25684380531	-3.45622110367	-3.59447002411	8.04943943024	-4.60151052475	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0989743545651	0.0859829038382	1.04373300076	-2.43171477318	5.79037904739
1446581692.67	0.0487179495394	0.135042741895	-4.88357210159	-4.89364290237	-2.79610586166	-2.25684380531	-3.45622110367	-3.59447002411	8.04943943024	-4.60151052475	2.0213675499	0.0153846153989	0.0410256423056	1.23333334923	-0.0989743545651	0.0859829038382	1.04373300076	-2.4280526638	5.94332504272
1446581692.85	0.0487179495394	0.135042741895	-4.88357210159	-4.89364290237	-2.79519033432	-2.25501275063	-3.46171450615	-3.5963010788	8.04943943024	-4.60151052475	2.0213675499	0.016239317134	0.0410256423056	1.23333334923	-0.0989743545651	0.0859829038382	1.04007077217	-2.4280526638	5.94348716736
